,Unnamed: 0,Datetime,Tweet Id,Text,Username
83,83,2019-09-20 18:13:37+00:00,1175110783421698048,Ini sama dengan mengulang pembahasan RUU KUHP dari awal membuang waktu saja impian memiliki KUHP buatan Indonesia jauh sekali untuk kedepan kita tetap memakai KUHP kolonial,SiswadiMargo
84,84,2019-09-20 18:06:22+00:00,1175108957259493376,Jerat Denan RUU KUHP yang baru 2019,HerryRafly
85,85,2019-09-20 18:01:17+00:00,1175107679234084864,Punten Bapak KUHP ITE saya belum Paham Apalagi RUU KUHP Negeri Indonesia ini Mau Jadi Apa,oemtjsoe
86,86,2019-09-20 17:52:40+00:00,1175105511399669765,Seandainya rizieq pulang pasti RUU KUHP langsung sah Soalnya,ariibagus2
87,87,2019-09-20 17:49:16+00:00,1175104652829810689,ide revisi KUHP yang harusnya dihukum korban perkosaan pemerkosa hehe ini mah semua orang juga tau ya kecuali orang yang goblo nya kebangetan,SoniaEryka
88,88,2019-09-20 17:49:01+00:00,1175104590598959104,mohon dengan sangat bapak presiden yang terhormat utk kembali meninjau serta merevisi RUU KUHP yang tidak berpihak kepada rakyat anda juga adalah rakyat yang dipilih oleh rakyat serta dipercaya utk memimpin rakyat jangan sampai anda kecewakan rakyat anda sendiri terima kasih,rzkymuhammadd
89,89,2019-09-20 17:48:31+00:00,1175104467017928705,ID Agraria lembaga legislatif RUU KUHP,smokingkill5555
90,90,2019-09-20 17:46:36+00:00,1175103981217034240,ide revisi KUHP yang harusnya didenda menunjukkan alat kontrasepsi menunjukkan sampah plastik amp organik yang tidak dipilah,SoniaEryka
91,91,2019-09-20 17:46:01+00:00,1175103836970553345,Opo yo ngrrti RUU KUHP itu apa la wong tanda tangan saja suka salah kok,BenThenar
92,92,2019-09-20 17:45:26+00:00,1175103689243033600,KUHP Kasih Uang Habis Perkara,Qinuynuynuy
93,93,2019-09-20 17:44:34+00:00,1175103470447185925,ide revisi KUHP yang harusnya didenda gelandangan perusahaan penghasil limbah amp perusak lingkungan,SoniaEryka
94,94,2019-09-20 17:42:31+00:00,1175102956514893824,Ly NZ PKS adalah salah satu parpol inisiator yg menghendaki UU KPK dan UU KUHP direvisi Ketika RUU KPK disahkan PKS pura2 menolak pancingannya dapat karena akan dpt serangan protes publik Sementara KUHP ditangguhkan PKS menolak karena keputusan presiden akan mendapat simpati publik,DedenSuwandi
95,95,2019-09-20 17:41:48+00:00,1175102775404851200,Pendekatan futuristik itu penting agar KUHP tidak ketinggalan zaman,MuchtarRiki
96,96,2019-09-20 17:41:08+00:00,1175102606286315521,Setuju pak nurdiman pasal perzinaan juga perlu di perhatikan gimana yang menikah secara agama kena hukum zina aborsi juga gimana dihukum juga kan ada perkecualian untuk alasan kesehatan tidak ada di RUU KUHP penghinaan kepala negara banyak pasal bermasalah harus di bahas ulang,SiswadiMargo
97,97,2019-09-20 17:37:23+00:00,1175101664807682048,Ngigau nya bikin KUHP lur,_amirul_hakim_
98,98,2019-09-20 17:35:19+00:00,1175101143107526657,Duh maaf bang kafir Ga satupun poin R KUHP ini yg saya sepakati Saya masih waras kok,salima252
99,99,2019-09-20 17:34:09+00:00,1175100849254629376,Penting karena Hukum pidana itu termasuk hukum yang buruk diupayakan yang masuk delik pidana KUHP adalah kejahatan yang masuk musuh bersama bukan kejahatan yang masih perdebatan dan pendekatan futuristik,MuchtarRiki
100,100,2019-09-20 17:32:41+00:00,1175100479958736896,Apaan sih ini KUHP bahas unggas receh amat,abdunnaja
101,101,2019-09-20 17:30:20+00:00,1175099890826764289,Dimana logikanya berterima kasih id menkumham itu mewakili presiden Kalau mau menunda karena bermasalah dari dulu presiden bisa saja mempreteli kembali pasal dalam RUU KUHP Ini malah diujung menunda dan bukan membatalkan,sulthan_myus
102,102,2019-09-20 17:29:16+00:00,1175099621871214592,Hal hal dengan delik pidana khusus tidak perlu diatur dalam KUHP seperti Korupsi Narkoba kejahatan HAM berat dan Teroris,MuchtarRiki
103,103,2019-09-20 17:20:52+00:00,1175097505425477634,terus yaa katanya hukuman yg tadinya 4 tahun bagi koruptor jadi diringankan 2 tahun aja ini revisi KUHP tujuan sebenarnya apa siih kayaknya pro bgt ke ketidakadilan siih,RafliSiregar5
104,104,2019-09-20 17:18:13+00:00,1175096840313683968,Mantappp P jokowi harusnya pembahasan RUU KUHP harus melibatkan semua elemen terutama Elemen hukum Moso wong ngolek pangan lewat ngamen mulung dianggap mengganggu Mang orang dewan bisa kasih makan mereka Ojo dumeh,setyanto_y
105,105,2019-09-20 17:17:41+00:00,1175096706532167680,Kenapa kok buat resah terus ya pak kpk bpjs ruu kuhp pembatasan solar utk truk apakah krn bapak sudah terpilih,AmbonbelaRI
106,106,2019-09-20 17:16:01+00:00,1175096288171347968,Monmaap suda ketentuan ruu kuhp,bubunnnnnn
107,107,2019-09-20 17:09:52+00:00,1175094738233393154,Bukan nggak mau ngasih tau tapi takut pasal kuhp wkwkwkwkwk,abi_alayubi
108,108,2019-09-20 17:07:54+00:00,1175094245289414658,Baca draft ruu kuhp dah wlwkwl penasaran urang itu seburuk apa ampe dihina hina,byanfakbar
109,109,2019-09-20 17:05:43+00:00,1175093695600709632,Meh opo hee Ampun jangan lapor pak rt Nanti kena kuhp,wichests
