No,Datetime,Tweet Id,Text,Username
86,2022-12-03 06:45:30+00:00,1598931416049647616,"Banyak kalangan setujui rencana mengubah KUHP. Pasalnya, sebagai produk yang mengatur banyak hal, KUHP terlalu membatasi ruang kebebasan dan dirasa tidak relevan dengan pemutakhiran jaman. Alhasil, banyak orang dihukum karena hal-hal 'remeh'. #semuabisakena",aldomkal
87,2022-12-03 06:45:30+00:00,1598931412278972416,"Nah, di Indonesia, hal-hal di atas diatur, salah satunya, di Kitab Undang-Undang Hukum Pidana (KUHP). Pemerintah dan DPR RI sudah lama ingin mengubah KUHP karena KUHP yang kita miliki saat ini merupakan 'warisan' era penjajahan Belanda. Maka, lahirlah RKUHP. #semuabisakena",aldomkal
88,2022-12-03 06:20:32+00:00,1598925131572989952,Untuk membaca draft RUU KUHP 30 November silakan menuju https://t.co/SZHfpZx5Dv,Sam_Ardi
89,2022-12-03 06:08:27+00:00,1598922091499487242,"Jika masih ada waktu untuk duduk bareng, walau sekecil apapun, masukan-masukan dan telaah terhadap draft RUU KUHP penting untuk dilakukan. Mumpung belum terlambat",Sam_Ardi
90,2022-12-03 06:00:07+00:00,1598919992783048704,"... ga serta merta semua yang dilakukan di atas ring kemudian di-over look (dianggap bukan pidana). Semua kembali lagi ke niat --salah satu faktor yg menentukan pemidanaan.

Di KUHP, ancaman untuk siapa yg menantang dan yg menyampaikan tantangan hingga sampai terjadinya https://t.co/chVRYhKUQT",askDika
91,2022-12-03 05:56:16+00:00,1598919024691544065,@ObiWan_Catnobi Bajernya udah dibowheer buat ngebazing (buzzing) KUHP fasis,Andika_CJ
92,2022-12-03 05:54:00+00:00,1598918453473464321,"Baku Hantam alias Perkelahian Tanding alias Perkelahian Satu Lawan Satu diatur di Buku Kedua KUHP tentang Kejahatan, Bab VI, Pasal 182 -186.

Ini pidana yang jarang disinggung. Tapi menarik buat dimengerti karena mengatur apa yg boleh dan ga boleh mulai dr pihak yg berduel,...",askDika
93,2022-12-03 05:46:41+00:00,1598916613436506112,"""Kan di atas ring dan mereka berdua pake teknik tinju.""

Semua balik ke niat. Niatnya dari awal kan duel/pukul-pukulan (bukti kesebar di mana-mana karena tantangannya terbuka).

Ancaman pidananya apa? Yuk, kita lihat KUHP.",askDika
94,2022-12-03 05:33:49+00:00,1598913375345737730,"@Nebulaens @tanyarlfes Masa sih mba orang senyum karena di tegor terus dituduh kriminal ? Di publikasi lagi Poto orgnya. Kalo tuduhannya tdk benar, emangnya yakin sanggup mikul dosa fitnahnya ? Demi viral rela pansos. Ga begitu jg kali mba hidup bermedsos. Pasal brp di KUHP kalo senyum itu kejahatan ?",jandakembang78
95,2022-12-03 05:05:03+00:00,1598906134689382400,"Menggantikan produk KUHP lama yang diciptakan sejak zaman penjajahan Belanda
#RestorativeJustice #Hukum #KumhamPasti https://t.co/yGupKPsIXz",BaileyR07558782
